Category,SubCategory,Advice,AdviceContext,SourceLink,SourceType,SourceTitle
Company Culture & Team,Team Development,"Overcome the tendency to hire people less experienced than yourself when building a startup team, and instead actively seek experts who surpass your own knowledge in their respective domains"," ""If you want to be the smartest person in the room about everything, you're going to build a crummy team. Do you really want to have a VP of sales who knows less about sales than you?... You have to take the risk to find people that are so much better than you at these things and then trust that in the relationship.""",https://youtu.be/dtDxDmhUuiM?si=HKtwh_4gHpUiC-wJ,Youtube, Adventures in Entrepreneurship
Negotiation,Negotiation,Transform every business interaction from a transactional exchange into an opportunity for building long-term professional relationships by finding mutual benefits," ""The art of negotiation is finding the maximal intersection of mutual need... If I can walk into a transaction with you and my goal is to not only make myself better off, but to make you better off as well, to find the maximal intersection where both you and I benefit as much as possible, we are going to have better outcomes.""",https://youtu.be/dtDxDmhUuiM?si=HKtwh_4gHpUiC-wJ,Youtube, Adventures in Entrepreneurship
Leadership & Decision Making,Strategic Decision Making,Develop strategies for handling life's inherent randomness and setbacks by expecting imperfection and maintaining resilience rather than assuming everything will go according to plan," ""Life actually is really, really random. Bad things will happen to you. You will fail, things outside your control will happen... It's not how many times you fall down, it's how many times you get back up... If you fall down and stay down, you will be down for the rest of your life.""",https://youtu.be/dtDxDmhUuiM?si=HKtwh_4gHpUiC-wJ,Youtube, Adventures in Entrepreneurship
Leadership & Decision Making,Leadership Development,Adjust your expectations about career progression from the structured path of academic achievement to the unpredictable nature of professional advancement in the real world," ""You can't get on the escalator and know where the escalator is and know how to get it. Life actually is really, really random... 95% of your stress is self-inflicted, because you'll do things like build expectations around future events that are not - that are unrealistic.""",https://youtu.be/dtDxDmhUuiM?si=HKtwh_4gHpUiC-wJ,Youtube, Adventures in Entrepreneurship
Leadership & Decision Making,Strategic Decision Making,Reframe professional and personal setbacks as potential catalysts for positive change rather than viewing them solely as failures," ""If you ask people like in the last five years what's the worst thing that's happened to you. And in the last five years what's the best thing that's happened to you. For many people they're the same thing... Sometimes bad things can be good and by the way sometimes really good can happen to you when you allow randomness in your life.""",https://youtu.be/dtDxDmhUuiM?si=HKtwh_4gHpUiC-wJ,Youtube, Adventures in Entrepreneurship
Leadership & Decision Making,Leadership Development,Take active responsibility for managing your own career advancement rather than waiting for others to recognize and reward your potential or address your job satisfaction," ""Nobody is waking up everyday going I wonder if Heidi Roizen is fulfilled in her job today... You need to think about you, you need to be your own advocate. If you are in a job you don't like, you need to think about changing it. You cannot sit in your office and wait for someone to come and bring you an answer.""",https://youtu.be/dtDxDmhUuiM?si=HKtwh_4gHpUiC-wJ,Youtube, Adventures in Entrepreneurship
Leadership & Decision Making,Leadership Development,Reduce unnecessary professional anxiety by understanding that colleagues and business contacts are far less focused on your mistakes and appearance than you imagine," ""Nobody else is thinking about me that much. They have got their own stuff they're thinking about... We all torture ourselves thinking about what other people must think of us... Have I ever been in a meeting with someone and halfway through the meeting I thought, well even though this person is really smart, they have a wrinkle in their jackets, so they must not be very good. No, you never think that way.""",https://youtu.be/dtDxDmhUuiM?si=HKtwh_4gHpUiC-wJ,Youtube, Adventures in Entrepreneurship
Leadership & Decision Making,Strategic Decision Making,Embrace unexpected opportunities and seemingly random encounters in your professional life rather than over-planning every career move," ""Sometimes bad things can be good and by the way sometimes really good can happen to you when you allow randomness in your life... Go to a meeting that you don't know - that you don't necessarily know what's going to happen. Meet somebody... I left myself open to random opportunity and it turns out to be a really good thing.""",https://youtu.be/dtDxDmhUuiM?si=HKtwh_4gHpUiC-wJ,Youtube, Adventures in Entrepreneurship
Leadership & Decision Making,Leadership Development,"Apply the ""20-40-60 Rule"" to liberate yourself from excessive concern about others' opinions while maintaining personal accountability"," ""At 20 you are constantly worrying about what other people think of you. At 40 you wake up and you say I'm not going to give a damn what other people think of me anymore. And at 60 you come to realize that no one is actually thinking of you... You need to be your own advocate.""",https://youtu.be/dtDxDmhUuiM?si=HKtwh_4gHpUiC-wJ,Youtube, Adventures in Entrepreneurship
Leadership & Decision Making,Leadership Development,Adjust your expectations when transitioning from academic to professional life by accepting that success isn't as structured or predictable as educational achievements," ""The way the world does not work is like this... You kind of know what you need to do to get great grades. Now you're going to go out in the world and life doesn't work like this. You can't get on the escalator and know where the escalator is and know how to get it.""",https://youtu.be/dtDxDmhUuiM?si=HKtwh_4gHpUiC-wJ,Youtube, Adventures in Entrepreneurship
Strategic Relationships,Network Building,"When building professional relationships in any industry, focus on collaborative projects rather than superficial networking to create meaningful long-term connections"," ""Don't go out looking for pen pals, you know. Don't go out looking to collect business cards... The best way you get to know other people and the best way they get to know you is in the context of accomplishing something.""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Governance & Board Management,General,"When seeking to transition into corporate board roles or new career opportunities, proactively remind your entire network about your qualifications and interests through personalized outreach"," ""I sat down and over the course of about eight hours I wrote a hundred and fifty-something individual e-mails to everybody I knew... saying, hey, remember, here I am. I made it easy. Here are my board qualifications... If you know of anybody looking for a board member, let me know.""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Fundraising & Finance,General,"For entrepreneurs and professionals looking to build industry influence beyond their company's size, invest time in trade association leadership despite the lack of immediate compensation"," ""The thing about a trade association is, you know, they're a lot of work and you don't get paid to do 'em. But the connections you make, and the context you make, and your presence in the industry ends up being so much vaster and greater than whatever it might be merited by the size of your company alone.""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Strategic Relationships,Network Building,"To ensure your professional time investments align with your priorities and important relationships don't get neglected, conduct regular calendar audits to analyze where your time is actually being spent"," ""I did this thing a couple of months ago where I just looked at my calendar, and I said, how am I spending my time? And I added it all up and said, okay, what does this tell me about me?... If you're just spending time with the people who wanna spend time with you, you might be missing out on the people that you really want or need to spend time with.""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Strategic Relationships,Network Building,"For introverted professionals looking to build their networks, recognize that valuable professional connections can be built through channels beyond traditional networking events"," ""If you're not a talker person you can build relationships online, you can build relationships in different manners. It doesn't have to be, you know, the proverbial cocktail party. You can build it around non-profits, you can build it around ad hoc committees.""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Strategic Relationships,Professional Development,"When seeking to develop mentorship relationships in any professional context, focus on building connections through shared work projects rather than formal mentoring programs"," ""I've tried doing the Stanford programs where I've mentored students here and I have to admit I don't sign up for them anymore just because I've found it really didn't work... The flip side is when you can find something to coalesce around, like alumni student groups where there's an activity or conference, I find those work really well.""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Leadership & Decision Making,Strategic Decision Making,"To build and maintain a strong professional reputation throughout your career, establish consistent patterns in how you handle commitments and communicate decisions"," ""If you know you ask me something and I have a consistent set of rules that I apply then you know what you're gonna get from me... If you're going to do something, do it, if you're not gonna do something be clear that you're not gonna do it.""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Governance & Board Management,General,"For professionals seeking corporate board positions, understand that building and maintaining strong professional relationships is crucial since most board seats are filled through personal recommendations"," ""More than 75 percent of all board of director positions in the biggest companies in America are filled without the use of a head hunter. It's really done by word of mouth... the governance committee sits around and they say, who do you know?""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Strategic Relationships,Professional Development,"For MBA students maximizing their business school experience, prioritize building lasting relationships and engaging in extracurricular activities over focusing solely on grades"," ""I've done a lot of hiring in my years and I can't say that I've ever looked at someone's transcript, or their GPA... It's about what did you do when you were here? What did you take away? What kind of groups and clubs did you involve yourself with?""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Strategic Relationships,Network Building,"To maintain sustainable professional relationships and avoid burnout, establish clear rules about which types of requests you will and won't handle before situations arise"," ""Sometimes you put these boxes around things and say that's how I'm gonna do it... You have to have the ability to turn those other things off. It's a constant battle and a constant adjustment.""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Leadership & Decision Making,Strategic Decision Making,"For professionals managing high volumes of digital communication across multiple platforms, establish clear boundaries and efficient processing systems to prevent email overwhelm"," ""I am one of those people that I empty my inbasket. I'm not one of those people that keep the sedimentary layer of email that I don't wanna deal with... You have to get really good at saying no about things and you have to be really efficient with how you do it.""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Governance & Board Management,General,"For women pursuing corporate board positions in the current environment, leverage diversity initiatives to get initial consideration while ensuring you bring substantial qualifications beyond diversity"," ""Maybe I've actually picked a place where my gender is helpful to getting my foot in the door. Once my foot's in the door, if I'm only there -- if I'm only running on a diversity ticket, please don't give me that job because I'm not gonna do a good job.""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Strategic Relationships,Network Building,"When attending large professional networking events, maximize their value by researching attendees beforehand and creating a targeted list of key connections to make"," ""I recently attended the Fortune Most Powerful Women in Business Conference, and I went through the list of attendees ahead of time and I figured out who might I like to meet from that list... these are the ten I'm gonna try to find my way to and meet, and talk to.""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Strategic Relationships,Professional Development,"For professionals managing their online presence, evaluate each social media platform's specific value to your goals rather than trying to maintain a presence everywhere"," ""I did twitter for a while. I never tweeted but I went and I followed people and then I thought, oh, this is just -- I'm not doing this. I couldn't find value in it... LinkedIn is a little bit better. It's a little more business-focused.""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Leadership & Decision Making,Leadership Development,"When transitioning between industries or starting ventures in new fields, recognize that professional credibility often doesn't transfer directly and prepare to build new reputation from scratch"," ""Everyone will take your calls when you're a venture capitalist, and you're in Silicon Valley, and you have hot startups and they wanna raise money from you. When you're hawking a musical product... they aren't necessarily that psyched to take your call... credibility and power doesn't necessarily translate into a different world.""",https://www.youtube.com/watch?v=sVk_PkC7X4Y,Youtube, Women In Management Speaker Series 
Strategic Relationships,Network Building,"When building a professional network, prioritize authentic relationship-building over transactional connections to develop lasting, mutually beneficial professional relationships"," ""I hate the word networking because networking implies it's very transactional. It implies this idea that you're monkey barring your way from person to person to get something you want. It's the antithesis of what I believe in. What I believe in is that you are a human being and you're operating the world [...] and so it's good to build relationships with other people and to build them based on mutual respect and trust.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When attending professional networking events, focus on making meaningful connections with a small number of well-matched contacts rather than collecting maximum business cards"," ""It doesn't matter if I'm one of a hundred in a room. If I find three other people that I resonate with and that I can follow up with and do something positive in both directions, then that was a good day.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When making first contact with potential professional connections, avoid immediate requests for favors to prevent damaging relationship-building opportunities"," ""Very often people, the first time they'll reach out to me is because they want something from me and that just doesn't feel good. That feels kind of icky [...] you're diminishing the relationship and prioritizing the transaction.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When requesting help from a new professional contact, acknowledge the lack of existing relationship while articulating specific mutual value to build credibility"," ""I'm reaching out to you because I've identified that you are a person who could help me with this. And so I'm reaching out for the specific help, but also I believe we could be helpful to each other in the future as well.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When establishing new professional connections, ensure your online presence is easily accessible and well-maintained to facilitate relationship building"," ""Making yourself easy to find is really important. For example, I think people's LinkedIn profiles are very, very important [...] put a link to your LinkedIn profile in your email signature. So I get an email from you, I don't know who you are. With one click I can learn about you and you control the message on LinkedIn.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When requesting professional assistance, minimize the other person's workload by providing complete, well-organized information packages to respect their time"," ""When they ask for help, they dump the work on the other person because we're all busy people [...] the respectful thing to do would be to package up the request and the groundwork for the request so that's easier for the other person to do.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When reaching out to potential professional contacts, demonstrate specific research and personal connection to differentiate your request from generic outreach"," ""If you could title the email Dear Occupant and still send it, it's not a good email. You need to think about why am I asking this person? What is it about them that makes me believe they can help me?""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Governance & Board Management,Board Meetings,"When requesting professional meetings, offer shorter time commitments than the standard hour to demonstrate respect for busy schedules"," ""Whoever dictated that the standard meeting time is an hour over coffee [...] does not understand busy people. So being grateful, being respectful of someone else's time, not overstepping your bounds.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When developing your professional communication style, maintain consistency in your approach to build trust and reliability in your network"," ""I have a very consistent communication style. So if I reach out to someone, they kind of know what they're getting with me [...] I think a brand is a promise of consistency.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When making professional requests, include explicit permission to decline to maintain relationship quality over transaction success"," ""Whenever I ask someone for a favor, I always end the ask with, 'And by the way, if this makes you uncomfortable at all or it's inappropriate.' I give people permission to tell me no. Which also helps, I think, build the relationship.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When incorporating social media into professional networking strategy, use it as a supplementary tool for relationship tracking rather than a replacement for personal connection"," ""I see it as an and, not an or. It is not a replacement for real world or one-on-one communications [...] but understanding how you're making that connection and what that connection should be is important.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When using AI tools for professional communications, maintain authentic personal voice rather than relying on generated content that could diminish relationship building"," ""People use it poorly when they substitute their own effort and creativity for that of AI, and it will show in the result. I still do not think AI captures your unique human personality [...] that is the thing that I think we look for in communications from other people.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When expanding your professional network, create strategic opportunities for serendipitous connections by attending industry-specific events where likely contacts gather"," ""If you ask people about what were the most important turning points in your career [...] Generally speaking, people's life stories about their careers involve a lot of randomness. 'I sat next to this person at a dinner. I sat next to this person on a plane. I met this person at a conference.'""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When preparing for professional networking events, research attendee lists to identify and prioritize meaningful potential connections rather than targeting the most senior people"," ""Looking through the attendee list person by person and thinking, 'Who would I most want to meet?' And not who's the most important person in the room because everybody's going to try to get to that person [...] it's really easy to walk up to someone and say, 'I read the whole attendee list in advance and you're one of the people I most wanted to meet.'""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When maintaining professional relationships, regularly express specific gratitude for past guidance or help to strengthen connections"," ""When I get an email from a former student or someone who used to work for me and they say, 'I just want you to know that I just accepted this new job [...] and part of the reason that it happened is because of something you said to me or something you did for me.' I think that there's not enough gratitude in the world today.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When managing remote or hybrid professional relationships, create purposeful in-person interactions that foster genuine connection rather than mandatory office attendance"," ""If it means that you're just requiring people to come to an office and then sit on zoom all day long because half of the people aren't in the office, that is not going to be a successful way to do this [...] that isolation, that lack of human connection, that lack of serendipity in getting to know other people again as human beings first, their jobs second.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When building industry connections, volunteer for trade association work to develop relationships with sector leaders through shared professional service"," ""This is something I did in both the software industry and the venture capital industry because the trade associations tend to be in many cases some of the leadership of the industries that you are in [...] you can distinguish yourself if you actually do the work by getting to know the other people in your industry through that work.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When developing a professional networking practice, dedicate specific daily time for proactive relationship maintenance without immediate objectives"," ""Take one hour a day that you set aside for not just doing what other people are asking you to do, but doing positive outreach that may not even have an immediate objective [...] just to continue to build the connective tissue between you and the other people that you value.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When engaging in professional meetings, implement a systematic follow-up practice to demonstrate respect and maintain relationship momentum"," ""I have a co-worker who looks at her calendar every Friday night. She looks back at all the meetings she had, and she thinks, 'What should the follow-up be?' Even if the follow-up is just, 'Thank you for taking the time.' And that is very powerful.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Strategic Relationships,Network Building,"When receiving professional rejection (such as in fundraising), maintain relationship value through gracious acknowledgment and appreciation of time invested"," ""If we let them know that we're not going to fund them. For some of them, it's the last you ever hear of them [...] Yet for others, they say, 'Hey, we still want to thank you for taking the time. We learn some interesting things in the meeting.' [...] when those people contact you six months later [...] I'm going to be way more likely to do that than somebody who was unresponsive.""",https://hbr.org/podcast/2024/11/tried-and-true-networking-tips-from-decades-of-experience,Podcast, Tried-and-True Networking Tips from Decades of Experience
Fundraising & Finance,General,"When starting a company with co-founders, conduct explicit alignment discussions about individual motivations, financial expectations, and decision-making authority before company formation to prevent future conflicts"," ""Most co-founders do not sit around and say what are you trying to get out of this, what do you want to do, how long are you willing to go on this, when things get rough which one of us gets to make the calls, how long could you go without a paycheck, what is it that motivates you."" Misaligned motivations often surface during challenges and can destroy the company.",https://www.youtube.com/watch?v=Qm6Vj5pN03U,Youtube, Spreadsheets To Startups 
Legal & Equity Structures,Legal Agreements,"When starting a business with family members, recognize that personal familiarity does not substitute for explicit business alignment discussions and formal agreements to prevent relationship damage"," ""We're brother and sister you think we know each other pretty well but we're 11 years apart in age so we didn't grow up super close... we never sat down and had a conversation... you can be three years in when all of sudden what you find out is you had different motivation for starting and the different motivation for starting when it gets challenges challenge can blow up a company.""",https://www.youtube.com/watch?v=Qm6Vj5pN03U,Youtube, Spreadsheets To Startups 
Company Culture & Team,Culture Building,"When establishing company culture in a growing organization, implement leadership actions and behaviors that consistently demonstrate and reinforce desired values rather than relying on surface-level perks"," ""When people think about culture they think about placards of platitudes in the kitchen... they don't think about what are the senior leaderships actions and how does that teach people what is and isn't acceptable or what isn't isn't the goal in a company... culture is the number one most underappreciated alignment inducer.""",https://www.youtube.com/watch?v=Qm6Vj5pN03U,Youtube, Spreadsheets To Startups 
Fundraising & Finance,Investment Strategy,"Before accepting venture capital funding, thoroughly research and understand the source of funds, investor evaluation metrics, and reporting requirements to ensure alignment with investor expectations"," ""It is shocking to me that entrepreneurs will take millions of dollars from VCs and not understand where did the money come from, how is the VC going to be evaluated... it comes from like teachers unions and University endowments and bus driver unions."" This understanding is crucial for maintaining alignment with investors.",https://www.youtube.com/watch?v=Qm6Vj5pN03U,Youtube, Spreadsheets To Startups 
Fundraising & Finance,Investment Strategy,"When evaluating venture capital investment terms, understand that preferred shares function as debt that must be fully repaid before founders receive any returns on exit"," ""People go raise money and they don't understand that what they're selling is preferred shares and preferred Shares are like debt you pay it all back before you as the entrepreneur ever see a penny... when people raise 50 million dollars and then they sell their company for 50 million dollars they are shocked when they make no money.""",https://www.youtube.com/watch?v=Qm6Vj5pN03U,Youtube, Spreadsheets To Startups 
Fundraising & Finance,Capital Planning,"When deciding whether to pursue venture capital funding, carefully evaluate whether you're willing to give up long-term control of your company since the VC business model requires eventual sale or exit"," ""If you want to control your work product and control it forever and have say over your destiny you probably shouldn't take venture capital... we invest in you and then we help you grow your company and then we sell our shares that's how we make our money.""",https://www.youtube.com/watch?v=Qm6Vj5pN03U,Youtube, Spreadsheets To Startups 
Business Strategy & Pivots,General,"When developing strategies for business problem-solving, focus on understanding and addressing human dynamics since most business challenges stem from people rather than technology"," ""Technology changes all the time... but people they haven't changed for many millennia and most business problems are people problems... we don't drop Humanity at the door and become workers we're people first and we're our job second.""",https://www.youtube.com/watch?v=Qm6Vj5pN03U,Youtube, Spreadsheets To Startups 
Company Culture & Team,Culture Building,"When faced with pressure to compromise company values for short-term financial gains, carefully consider the long-term cultural damage and employee trust implications of such decisions"," ""Making a business decision that goes against your culture because it's convenient or it's remunerative... it's short-term gain for a long-term loss."" This includes promoting values while tolerating behavior that contradicts them.",https://www.youtube.com/watch?v=Qm6Vj5pN03U,Youtube, Spreadsheets To Startups 
Fundraising & Finance,Investor Relations,"When working with venture capitalists, understand that the relationship extends beyond initial funding to include long-term operational support and guidance"," ""A venture capitalist has two jobs... hunting and farming. Hunting is you find a deal you put money in it and then farming is the next seven years of your life where you spend trying to make sure that deal becomes a successful company.""",https://www.youtube.com/watch?v=Qm6Vj5pN03U,Youtube, Spreadsheets To Startups 
Business Strategy & Pivots,Strategic Planning,"When co-founding a technology company, ensure alignment on fundamental technology vision and direction between founders before committing to long-term business partnership"," ""I really thought the graphical user interface was going to be um the thing that brought Computing to the masses... my brother didn't agree... that's not where your product strengths are and that's not where you want to go."" Such technological divergence can necessitate business separation.",https://www.youtube.com/watch?v=Qm6Vj5pN03U,Youtube, Spreadsheets To Startups 
Fundraising & Finance,General,"When considering venture funding for your startup, conduct a thorough analysis of whether the VC model aligns with your business goals rather than pursuing it as a default funding option"," ""Lots of people we just go VC funding just because it seems to be the standard way that everybody does it... it only stops for a minute to say like should they actually fit into the BC model."" Evaluate whether venture capital aligns with your specific business needs and goals.",https://www.youtube.com/watch?v=Qm6Vj5pN03U,Youtube, Spreadsheets To Startups 
Business Strategy & Pivots,General,"When founding a startup, commit to giving your full attention and energy as the business will face near-constant crisis situations requiring immediate decisive action"," ""Entrepreneurs who are in it with only one foot are probably not gonna get very far because your company will face life or death situations on a monthly, weekly, perhaps daily basis when you're in the startup world... you have this moment where you feel like oh I just, I can't do it anymore, I'm gonna give up, this is too hard.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
Leadership & Decision Making,Strategic Decision Making,"When starting a business with family members, establish formal professional boundaries and reporting structures in writing before beginning operations to prevent personal dynamics from interfering with business decisions"," ""There is a pre-existing relationship and a pre-existing power dynamic in family relationships and you bring that to the company and that doesn't necessarily work well... if you're going to work with family you have to make a path that when you're in the work mode, the family relationship has to take the backseat.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
Leadership & Decision Making,Strategic Decision Making,"When planning career transitions at different life stages, systematically evaluate your current priorities, energy levels, and desired work-life balance to ensure your career choices align with your personal circumstances"," ""Life is not a fixed experience through your entire life... You have different priorities, you have different skill sets, you have different levels of energy, you have different desires for how your personal life works as you progress.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
Leadership & Decision Making,Strategic Decision Making,"When transitioning from entrepreneurship to corporate roles, prepare for significant changes in decision-making speed and autonomy that come with large organizational structures"," ""The corporate world was not for me because it was a lot of infighting, it didn't feel like you were moving any ball forward... when you're near the top right - you're dealing with the crisis... I just at the end of that I said you know I don't really want to do that.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
Strategic Relationships,Network Building,"When building professional networks, focus on creating genuine long-term relationships rather than pursuing transactional connections that serve immediate needs"," ""I like to think that I have a relationship driven life... if you go through life thinking everything is relationship and nothing is a transaction, every person is a person I might see again, every person is a person who will remember what I've done for them - that it's just a healthier way to live.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
Strategic Relationships,Network Building,"When attending networking events, prioritize meaningful conversations with diverse attendees rather than solely targeting high-profile individuals who are likely overwhelmed with attention"," ""It's not about volume, it's not a volume game and it's not a walk in the room and try to meet the most important person. In fact that's a sure way to fail because everyone else is also walking in the room and trying to meet the most important person.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
Business Strategy & Pivots,Market Adaptation,"When considering a company exit, carefully evaluate market conditions and industry trends to identify optimal timing before your business begins declining"," ""Many companies, many venture-backed companies they have an arc, they go like this and then they ultimately go like this. Many things grow and die right in the world and companies are not that different... you have to know when the right time to get liquidity is.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
Acquisition & Exit Strategy,Acquisition Strategy,"When selling your company, prepare for a post-acquisition period where you must adapt to reduced autonomy while working under new corporate leadership"," ""When you sell companies and most entrepreneurs will discover this, it's not like they just say bye, hand us the key - they want you to actually run the thing they acquired... you're used to calling the shots, you're used to making the financial decisions, you're used to that and then all of a sudden you have a boss.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
Leadership & Decision Making,Strategic Decision Making,"When navigating career decisions at different ages, understand that others are less focused on your choices than you believe, allowing you to worry less about others' opinions"," ""At 20 you're constantly worried about what other people think of you, at 40 you decide you're not going to give a damn what other people think of you, and at 60 you come to realize that no one was actually thinking of you.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
Leadership & Decision Making,Strategic Decision Making,"When interviewing for jobs, focus your conversation on how you can solve the employer's specific problems rather than discussing your personal career goals"," ""When they go into an employer and they start talking about what they're looking for in a career... hey, they're not looking to solve your problems, they're looking to solve their problems - tell them how you can solve their problems.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
Acquisition & Exit Strategy,Acquisition Strategy,"When negotiating a company acquisition, build relationships with multiple stakeholders at the acquiring company to protect against dependence on a single internal champion"," ""You sell your company, you sell it because someone inside the acquirer is passionate and really gonna do stuff for you and then I call it Clash of the Titans stuff happens up there on Mount Olympus that you don't know about and all of a sudden you've been deprioritized.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
Governance & Board Management,General,"When seeking continued involvement in entrepreneurship without founding another company, consider taking board positions to leverage your experience while maintaining work-life balance"," ""I joined his board and I thought well this is a really cool way to work on entrepreneurship because I can help, I can bring everything I've learned to the table, I can be on a team, I can be solving interesting problems... but at the end of the day I get to go home and the crises are not my crises.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
Fundraising & Finance,Capital Planning,"When exploring venture capital as a career, understand that it offers opportunities to participate in entrepreneurship from an advisory role rather than an operational one"," ""The idea behind venture that you can be part of an entrepreneurial journey without being the one to carry it on your shoulders... I think is what attracts a lot of people to venture capital.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
Company Culture & Team,Employee Management,"When planning to leave a company you founded, prepare emotionally for the impact on long-term relationships with employees you've personally hired and mentored"," ""Leaving the company you founded. You've hired every single person, you know them, you know their children, you know their - you know which cars is theirs in the parking lot. I mean you get to know these people incredibly, incredibly well and it felt like a betrayal to leave.""",https://www.youtube.com/watch?v=0Ji5j2SYI5w,Youtube, Network Capital  
